Flight_ID,Flight_Date,Airline_ID,Aircraft_ID,Origin_Airport_ID,Destination_Airport_ID,Scheduled_Departure,Actual_Departure,Delay_Minutes,Delay_Reason,Status,Flight_Duration_Min,Distance_KM,Seat_Capacity,Passengers,Base_Fare_USD,Revenue_USD,Load_Factor_%,Season
FL03711,2024-03-28,AL009,AC034,AP003,AP005,2024-03-28 20:00:00,2024-03-28 20:06:00,6.0,Late Aircraft,Delayed,337,6425,300,229,422.0,96638,76.33333333333333,Spring
FL03712,2025-05-19,AL004,AC019,AP011,AP015,2025-05-19 12:00:00,2025-05-19 12:46:00,46.0,Late Aircraft,Delayed,685,6023,296,234,421.0,98514,79.05405405405406,Spring
FL03713,2025-12-12,AL010,AC035,AP015,AP012,2025-12-12 12:30:00,2025-12-12 12:45:00,15.0,Air Traffic,Delayed,375,5828,189,124,322.0,39928,65.60846560846561,Winter
FL03714,2025-07-18,AL005,AC037,AP023,AP028,2025-07-18 05:45:00,2025-07-18 05:55:00,10.0,Air Traffic,Delayed,253,514,220,162,162.0,26244,73.63636363636363,Summer
FL03715,2023-03-24,AL007,AC025,AP028,AP009,2023-03-24 21:45:00,2023-03-24 22:05:00,20.0,Security,Delayed,346,1085,296,203,465.0,94395,68.58108108108108,Spring
FL03716,2025-09-30,AL004,AC018,AP020,AP009,2025-09-30 13:00:00,2025-09-30 15:58:00,178.0,Late Aircraft,Severely Delayed,124,2823,189,187,361.0,67507,98.94179894179894,Autumn
FL03717,2025-07-11,AL001,AC019,AP021,AP028,2025-07-11 17:15:00,2025-07-11 17:27:00,12.0,Technical,Delayed,595,7502,296,244,393.0,95892,82.43243243243244,Summer
FL03718,2025-11-18,AL010,AC036,AP005,AP003,2025-11-18 18:30:00,2025-11-18 18:39:00,9.0,Security,Delayed,161,8126,180,116,342.0,39672,64.44444444444444,Autumn
FL03719,2025-08-10,AL010,AC025,AP018,AP012,2025-08-10 13:00:00,2025-08-10 13:10:00,10.0,Crew,Delayed,401,7654,296,197,629.0,123913,66.55405405405406,Summer
FL03720,2024-05-21,AL007,AC016,AP019,AP011,2024-05-21 17:30:00,2024-05-21 17:34:00,4.0,Crew,Delayed,411,6327,189,129,286.0,36894,68.25396825396825,Spring
FL03721,2024-06-29,AL001,AC029,AP023,AP002,2024-06-29 07:30:00,2024-06-29 07:42:00,12.0,Weather,Delayed,358,6817,220,217,211.0,45787,98.63636363636364,Summer
FL03722,2023-06-03,AL007,AC017,AP024,AP012,2023-06-03 14:15:00,2023-06-03 14:26:00,11.0,Weather,Delayed,316,4453,296,204,521.0,106284,68.91891891891892,Summer
FL03723,2023-07-09,AL006,AC012,AP018,AP010,2023-07-09 16:15:00,2023-07-09 16:17:00,2.0,Security,Delayed,558,7768,189,102,151.0,15402,53.96825396825397,Summer
FL03724,2025-12-29,AL009,AC015,AP014,AP029,2025-12-29 08:15:00,2025-12-29 08:24:00,9.0,Crew,Delayed,388,4915,396,253,271.0,68563,63.888888888888886,Winter
FL03725,2025-11-05,AL006,AC024,AP006,AP008,2025-11-05 19:45:00,2025-11-05 19:55:00,10.0,Technical,Delayed,433,3838,296,158,500.0,79000,53.37837837837838,Autumn
FL03726,2025-08-27,AL003,AC012,AP014,AP017,2025-08-27 21:15:00,2025-08-27 21:19:00,4.0,Technical,Delayed,519,6783,189,152,355.0,53960,80.42328042328042,Summer
FL03727,2023-04-02,AL002,AC015,AP018,AP013,2023-04-02 14:30:00,2023-04-02 14:45:00,15.0,Security,Delayed,286,4044,396,227,210.0,47670,57.32323232323232,Spring
FL03728,2023-03-24,AL007,AC008,AP028,AP004,2023-03-24 13:45:00,2023-03-24 15:52:00,127.0,Late Aircraft,Severely Delayed,124,1728,300,241,219.0,52779,80.33333333333333,Spring
FL03729,2024-06-13,AL009,AC025,AP020,AP011,2024-06-13 07:30:00,2024-06-13 08:46:00,76.0,Air Traffic,Delayed,449,5408,296,161,387.0,62307,54.391891891891895,Summer
FL03730,2025-05-16,AL007,AC027,AP001,AP020,2025-05-16 09:45:00,2025-05-16 09:57:00,12.0,Security,Delayed,362,7791,325,191,477.0,91107,58.76923076923077,Spring
FL03731,2024-02-10,AL002,AC019,AP022,AP025,2024-02-10 21:00:00,2024-02-10 21:03:00,3.0,Air Traffic,Delayed,709,3895,296,288,206.0,59328,97.2972972972973,Winter
FL03732,2024-07-19,AL005,AC001,AP013,AP005,2024-07-19 18:30:00,2024-07-19 18:43:00,13.0,Security,Delayed,110,4316,325,262,463.0,121306,80.61538461538461,Summer
FL03733,2023-02-03,AL005,AC017,AP020,AP024,2023-02-03 19:00:00,2023-02-03 19:06:00,6.0,Security,Delayed,579,650,296,212,261.0,55332,71.62162162162163,Winter
FL03734,2024-05-01,AL004,AC040,AP007,AP015,2024-05-01 13:00:00,2024-05-01 13:01:00,1.0,Crew,Delayed,677,549,220,204,223.0,45492,92.72727272727272,Spring
FL03735,2025-03-18,AL010,AC007,AP001,AP003,2025-03-18 09:00:00,2025-03-18 09:15:00,15.0,Air Traffic,Delayed,259,3362,300,244,187.0,45628,81.33333333333333,Spring
FL03736,2023-12-29,AL004,AC001,AP028,AP019,2023-12-29 13:00:00,2023-12-29 13:06:00,6.0,Technical,Delayed,688,7424,325,246,374.0,92004,75.6923076923077,Winter
FL03737,2025-10-12,AL001,AC031,AP029,AP006,2025-10-12 22:30:00,2025-10-13 00:37:00,127.0,Security,Severely Delayed,222,3594,300,297,312.0,92664,99.0,Autumn
FL03738,2024-11-27,AL008,AC015,AP024,AP022,2024-11-27 18:30:00,2024-11-27 19:55:00,85.0,Technical,Delayed,529,4623,396,312,329.0,102648,78.78787878787878,Autumn
FL03739,2025-06-25,AL004,AC008,AP020,AP015,2025-06-25 05:45:00,2025-06-25 07:37:00,112.0,Late Aircraft,Delayed,678,7173,300,172,296.0,50912,57.333333333333336,Summer
FL03740,2024-12-16,AL006,AC024,AP013,AP006,2024-12-16 13:15:00,2024-12-16 15:39:00,144.0,Security,Severely Delayed,710,2929,296,278,323.0,89794,93.91891891891892,Winter
FL03741,2024-11-15,AL008,AC006,AP028,AP011,2024-11-15 14:00:00,2024-11-15 14:06:00,6.0,Technical,Delayed,461,5459,300,200,472.0,94400,66.66666666666666,Autumn
FL03742,2024-02-20,AL008,AC035,AP007,AP017,2024-02-20 07:15:00,2024-02-20 07:30:00,15.0,Air Traffic,Delayed,341,6499,189,149,329.0,49021,78.83597883597884,Winter
FL03743,2025-08-15,AL008,AC023,AP030,AP020,2025-08-15 14:45:00,2025-08-15 14:52:00,7.0,Crew,Delayed,287,3527,180,178,562.0,100036,98.88888888888889,Summer
FL03744,2024-05-04,AL005,AC016,AP017,AP018,2024-05-04 22:00:00,2024-05-04 22:07:00,7.0,Weather,Delayed,204,7175,189,151,489.0,73839,79.8941798941799,Spring
FL03745,2025-09-26,AL005,AC026,AP028,AP015,2025-09-26 05:15:00,2025-09-26 05:54:00,39.0,Technical,Delayed,55,7848,189,164,458.0,75112,86.77248677248677,Autumn
FL03746,2023-10-23,AL008,AC019,AP013,AP012,2023-10-23 18:15:00,2023-10-23 18:17:00,2.0,Late Aircraft,Delayed,168,6568,296,293,229.0,67097,98.98648648648648,Autumn
FL03747,2023-02-20,AL009,AC031,AP004,AP025,2023-02-20 14:45:00,2023-02-20 16:37:00,112.0,Crew,Delayed,189,4096,300,253,623.0,157619,84.33333333333334,Winter
FL03748,2023-12-14,AL004,AC013,AP005,AP019,2023-12-14 07:00:00,2023-12-14 07:02:00,2.0,Technical,Delayed,545,5633,325,174,83.0,14442,53.53846153846153,Winter
FL03749,2025-08-17,AL009,AC012,AP021,AP030,2025-08-17 20:45:00,2025-08-17 20:56:00,11.0,Crew,Delayed,711,1169,189,145,593.0,85985,76.71957671957672,Summer
FL03750,2024-08-09,AL003,AC035,AP001,AP022,2024-08-09 17:30:00,2024-08-09 17:45:00,15.0,Air Traffic,Delayed,50,6798,189,146,383.0,55918,77.24867724867724,Summer
FL03751,2024-05-24,AL008,AC034,AP016,AP011,2024-05-24 09:15:00,2024-05-24 09:15:00,0.0,No Delay,On Time,342,4382,300,200,637.0,127400,66.66666666666666,Spring
FL03752,2023-04-22,AL003,AC027,AP016,AP013,2023-04-22 11:15:00,2023-04-22 11:16:00,1.0,Crew,Delayed,294,3096,325,217,556.0,120652,66.76923076923077,Spring
FL03753,2025-08-06,AL002,AC011,AP011,AP007,2025-08-06 08:30:00,2025-08-06 08:37:00,7.0,Technical,Delayed,366,4135,300,186,202.0,37572,62.0,Summer
FL03754,2024-08-04,AL009,AC025,AP001,AP005,2024-08-04 15:00:00,2024-08-04 15:10:00,10.0,Security,Delayed,72,2679,296,174,611.0,106314,58.78378378378378,Summer
FL03755,2025-05-23,AL005,AC002,AP021,AP030,2025-05-23 18:15:00,2025-05-23 18:25:00,10.0,Technical,Delayed,431,8412,300,259,144.0,37296,86.33333333333333,Spring
FL03756,2025-03-13,AL008,AC002,AP018,AP020,2025-03-13 16:30:00,2025-03-13 16:32:00,2.0,Late Aircraft,Delayed,515,2377,300,153,101.0,15453,51.0,Spring
FL03757,2023-07-03,AL003,AC011,AP029,AP011,2023-07-03 14:00:00,2023-07-03 14:08:00,8.0,Air Traffic,Delayed,357,4844,300,241,307.0,73987,80.33333333333333,Summer
FL03758,2023-10-22,AL010,AC001,AP029,AP009,2023-10-22 08:15:00,2023-10-22 08:23:00,8.0,Air Traffic,Cancelled,299,8132,325,0,638.0,0,0.0,Autumn
FL03759,2025-08-25,AL002,AC013,AP002,AP027,2025-08-25 06:00:00,2025-08-25 06:09:00,9.0,Weather,Delayed,562,3435,325,269,353.0,94957,82.76923076923077,Summer
FL03760,2024-12-06,AL009,AC003,AP023,AP012,2024-12-06 16:00:00,2024-12-06 16:03:00,3.0,Technical,Delayed,288,1092,396,269,293.0,78817,67.92929292929293,Winter
FL03761,2023-04-03,AL005,AC038,AP026,AP002,2023-04-03 17:30:00,2023-04-03 17:37:00,7.0,Crew,Delayed,338,7632,189,167,165.0,27555,88.35978835978835,Spring
FL03762,2023-10-01,AL009,AC015,AP004,AP015,2023-10-01 06:00:00,2023-10-01 06:09:00,9.0,Air Traffic,Delayed,557,848,396,304,331.0,100624,76.76767676767676,Autumn
FL03763,2023-04-30,AL010,AC014,AP019,AP018,2023-04-30 18:30:00,2023-04-30 18:32:00,2.0,Weather,Delayed,599,7621,325,157,562.0,88234,48.30769230769231,Spring
FL03764,2023-04-16,AL004,AC025,AP013,AP027,2023-04-16 07:00:00,2023-04-16 07:28:00,28.0,Late Aircraft,Delayed,278,7811,296,174,474.0,82476,58.78378378378378,Spring
FL03765,2025-04-22,AL009,AC022,AP026,AP014,2025-04-22 15:00:00,2025-04-22 15:01:00,1.0,Crew,Delayed,227,6229,300,196,122.0,23912,65.33333333333333,Spring
FL03766,2023-11-03,AL006,AC017,AP027,AP003,2023-11-03 09:45:00,2023-11-03 12:09:00,144.0,Weather,Severely Delayed,492,6320,296,261,568.0,148248,88.17567567567568,Autumn
FL03767,2023-10-08,AL002,AC014,AP029,AP015,2023-10-08 20:15:00,2023-10-08 20:23:00,8.0,Crew,Delayed,663,7317,325,211,73.0,15403,64.92307692307693,Autumn
FL03768,2025-11-20,AL010,AC009,AP019,AP007,2025-11-20 12:00:00,2025-11-20 12:15:00,15.0,Late Aircraft,Delayed,508,3336,296,215,459.0,98685,72.63513513513513,Autumn
FL03769,2024-10-03,AL002,AC038,AP029,AP018,2024-10-03 21:30:00,2024-10-04 00:29:00,179.0,Weather,Severely Delayed,68,771,189,187,183.0,34221,98.94179894179894,Autumn
FL03770,2023-05-10,AL002,AC026,AP029,AP010,2023-05-10 09:00:00,2023-05-10 09:00:00,0.0,No Delay,On Time,709,5059,189,84,538.0,45192,44.44444444444444,Spring
FL03771,2023-03-19,AL007,AC024,AP019,AP007,2023-03-19 15:45:00,2023-03-19 15:59:00,14.0,Crew,Delayed,244,6249,296,160,436.0,69760,54.054054054054056,Spring
FL03772,2025-06-19,AL003,AC013,AP010,AP026,2025-06-19 21:00:00,2025-06-19 21:05:00,5.0,Weather,Delayed,355,7570,325,237,497.0,117789,72.92307692307692,Summer
FL03773,2025-01-04,AL009,AC011,AP020,AP007,2025-01-04 22:15:00,2025-01-04 22:28:00,13.0,Weather,Delayed,133,1440,300,231,254.0,58674,77.0,Winter
FL03774,2024-10-03,AL001,AC019,AP029,AP021,2024-10-03 16:30:00,2024-10-03 18:56:00,146.0,Air Traffic,Severely Delayed,478,1426,296,261,599.0,156339,88.17567567567568,Autumn
FL03775,2024-06-27,AL007,AC003,AP014,AP012,2024-06-27 10:00:00,2024-06-27 10:11:00,11.0,Crew,Delayed,707,8312,396,258,180.0,46440,65.15151515151516,Summer
FL03776,2023-12-09,AL008,AC032,AP025,AP001,2023-12-09 16:15:00,2023-12-09 16:20:00,5.0,Air Traffic,Delayed,176,2246,396,392,260.0,101920,98.989898989899,Winter
FL03777,2024-01-13,AL002,AC035,AP021,AP012,2024-01-13 10:00:00,2024-01-13 10:15:00,15.0,Weather,Delayed,210,2005,189,155,418.0,64790,82.01058201058201,Winter
FL03778,2023-08-31,AL005,AC003,AP030,AP004,2023-08-31 21:15:00,2023-08-31 21:27:00,12.0,Air Traffic,Delayed,696,875,396,313,269.0,84197,79.04040404040404,Summer
FL03779,2024-08-19,AL005,AC021,AP007,AP024,2024-08-19 15:00:00,2024-08-19 16:23:00,83.0,Air Traffic,Cancelled,76,3780,325,0,234.0,0,0.0,Summer
FL03780,2024-04-24,AL003,AC030,AP010,AP019,2024-04-24 07:30:00,2024-04-24 07:36:00,6.0,Technical,Delayed,129,7728,325,216,119.0,25704,66.46153846153847,Spring
FL03781,2025-09-19,AL001,AC025,AP021,AP003,2025-09-19 18:45:00,2025-09-19 18:45:00,0.0,No Delay,On Time,81,963,296,293,296.0,86728,98.98648648648648,Autumn
FL03782,2025-01-04,AL009,AC036,AP004,AP001,2025-01-04 13:30:00,2025-01-04 13:44:00,14.0,Late Aircraft,Delayed,382,1520,180,103,472.0,48616,57.22222222222222,Winter
FL03783,2025-07-19,AL009,AC027,AP022,AP005,2025-07-19 05:15:00,2025-07-19 05:22:00,7.0,Crew,Delayed,224,2897,325,264,552.0,145728,81.23076923076923,Summer
FL03784,2023-04-27,AL007,AC004,AP009,AP012,2023-04-27 06:15:00,2023-04-27 06:24:00,9.0,Security,Delayed,554,4986,180,141,220.0,31020,78.33333333333333,Spring
FL03785,2025-03-03,AL006,AC022,AP006,AP001,2025-03-03 07:00:00,2025-03-03 09:48:00,168.0,Late Aircraft,Severely Delayed,284,4213,300,297,483.0,143451,99.0,Spring
FL03786,2025-11-11,AL003,AC012,AP012,AP015,2025-11-11 05:45:00,2025-11-11 05:53:00,8.0,Technical,Delayed,98,6974,189,165,620.0,102300,87.3015873015873,Autumn
FL03787,2023-08-22,AL006,AC026,AP019,AP017,2023-08-22 17:15:00,2023-08-22 17:19:00,4.0,Crew,Delayed,80,6988,189,124,236.0,29264,65.60846560846561,Summer
FL03788,2024-07-27,AL003,AC006,AP016,AP022,2024-07-27 17:45:00,2024-07-27 17:49:00,4.0,Air Traffic,Delayed,327,6649,300,225,615.0,138375,75.0,Summer
FL03789,2024-01-29,AL001,AC003,AP027,AP025,2024-01-29 17:15:00,2024-01-29 18:51:00,96.0,Crew,Delayed,395,2908,396,370,443.0,163910,93.43434343434345,Winter
FL03790,2025-04-11,AL004,AC006,AP006,AP026,2025-04-11 21:15:00,2025-04-11 21:20:00,5.0,Crew,Delayed,661,5827,300,222,279.0,61938,74.0,Spring
FL03791,2023-11-29,AL009,AC036,AP030,AP008,2023-11-29 18:30:00,2023-11-29 18:35:00,5.0,Air Traffic,Delayed,494,6049,180,174,223.0,38802,96.66666666666669,Autumn
FL03792,2024-06-03,AL002,AC010,AP012,AP028,2024-06-03 06:45:00,2024-06-03 06:48:00,3.0,Technical,Delayed,154,3322,396,263,615.0,161745,66.41414141414141,Summer
FL03793,2023-02-14,AL009,AC004,AP025,AP023,2023-02-14 15:15:00,2023-02-14 15:25:00,10.0,Technical,Delayed,148,7254,180,146,411.0,60006,81.11111111111111,Winter
FL03794,2024-08-17,AL005,AC026,AP003,AP029,2024-08-17 16:00:00,2024-08-17 17:16:00,76.0,Crew,Delayed,378,5092,189,131,630.0,82530,69.31216931216932,Summer
FL03795,2024-10-24,AL003,AC040,AP016,AP021,2024-10-24 08:00:00,2024-10-24 08:14:00,14.0,Weather,Delayed,327,3057,220,183,612.0,111996,83.18181818181817,Autumn
FL03796,2024-08-14,AL002,AC029,AP002,AP016,2024-08-14 13:45:00,2024-08-14 13:46:00,1.0,Crew,Delayed,538,6311,220,120,526.0,63120,54.54545454545454,Summer
FL03797,2025-10-22,AL005,AC018,AP023,AP016,2025-10-22 19:15:00,2025-10-22 19:20:00,5.0,Weather,Delayed,115,7630,189,140,260.0,36400,74.07407407407408,Autumn
FL03798,2025-12-20,AL001,AC032,AP001,AP015,2025-12-20 07:30:00,2025-12-20 07:30:00,0.0,No Delay,On Time,335,2133,396,274,441.0,120834,69.1919191919192,Winter
FL03799,2023-09-19,AL009,AC002,AP029,AP024,2023-09-19 20:00:00,2023-09-19 20:00:00,0.0,No Delay,On Time,350,3331,300,221,378.0,83538,73.66666666666667,Autumn
FL03800,2024-10-31,AL010,AC021,AP018,AP026,2024-10-31 13:45:00,2024-10-31 13:58:00,13.0,Security,Delayed,650,7535,325,222,591.0,131202,68.3076923076923,Autumn
FL03801,2025-08-22,AL008,AC032,AP020,AP013,2025-08-22 20:00:00,2025-08-22 20:04:00,4.0,Weather,Delayed,577,8433,396,225,297.0,66825,56.81818181818182,Summer
FL03802,2024-09-15,AL008,AC040,AP026,AP027,2024-09-15 12:45:00,2024-09-15 12:52:00,7.0,Crew,Delayed,89,5832,220,202,249.0,50298,91.81818181818184,Autumn
FL03803,2024-03-07,AL010,AC026,AP025,AP017,2024-03-07 13:00:00,2024-03-07 13:08:00,8.0,Weather,Delayed,182,4299,189,132,231.0,30492,69.84126984126983,Spring
FL03804,2023-08-12,AL002,AC040,AP023,AP028,2023-08-12 22:45:00,2023-08-12 22:58:00,13.0,Weather,Delayed,125,7517,220,167,88.0,14696,75.9090909090909,Summer
FL03805,2025-05-30,AL002,AC003,AP028,AP021,2025-05-30 05:45:00,2025-05-30 05:45:00,0.0,No Delay,On Time,643,8124,396,306,237.0,72522,77.27272727272727,Spring
FL03806,2023-03-12,AL005,AC008,AP023,AP030,2023-03-12 10:15:00,2023-03-12 10:28:00,13.0,Late Aircraft,Delayed,448,888,300,290,362.0,182700,96.66666666666669,Spring
FL03807,2025-02-19,AL010,AC018,AP014,AP016,2025-02-19 13:45:00,2025-02-19 13:55:00,10.0,Weather,Delayed,637,1402,189,160,274.0,43840,84.65608465608466,Winter
FL03808,2024-08-16,AL008,AC039,AP001,AP029,2024-08-16 15:00:00,2024-08-16 15:05:00,5.0,Late Aircraft,Delayed,655,8019,300,196,94.0,18424,65.33333333333333,Summer
FL03809,2025-02-16,AL006,AC016,AP027,AP025,2025-02-16 16:00:00,2025-02-16 16:06:00,6.0,Late Aircraft,Delayed,444,5769,189,128,314.0,40192,67.72486772486772,Winter
FL03810,2023-08-03,AL004,AC021,AP015,AP016,2023-08-03 07:30:00,2023-08-03 08:29:00,59.0,Weather,Delayed,75,1405,325,201,443.0,89043,61.846153846153854,Summer
FL03811,2023-12-29,AL004,AC038,AP016,AP029,2023-12-29 19:30:00,2023-12-29 19:35:00,5.0,Technical,Delayed,563,3083,189,171,143.0,24453,90.47619047619048,Winter
FL03812,2025-10-11,AL007,AC017,AP007,AP026,2025-10-11 13:30:00,2025-10-11 14:31:00,61.0,Technical,Delayed,60,1566,296,206,305.0,62830,69.5945945945946,Autumn
FL03813,2024-01-02,AL001,AC031,AP022,AP002,2024-01-02 09:00:00,2024-01-02 09:05:00,5.0,Weather,Delayed,240,7770,300,249,300.0,74700,83.0,Winter
FL03814,2025-11-28,AL008,AC009,AP013,AP007,2025-11-28 05:45:00,2025-11-28 05:56:00,11.0,Technical,Delayed,472,2619,296,233,327.0,76191,78.71621621621621,Autumn
FL03815,2025-07-03,AL010,AC016,AP016,AP021,2025-07-03 08:30:00,2025-07-03 08:42:00,12.0,Weather,Cancelled,57,3703,189,0,523.0,0,0.0,Summer
FL03816,2025-12-07,AL009,AC008,AP011,AP028,2025-12-07 13:45:00,2025-12-07 13:49:00,4.0,Weather,Delayed,391,1804,300,227,504.0,114408,75.66666666666667,Winter
FL03817,2023-09-03,AL006,AC019,AP020,AP022,2023-09-03 12:45:00,2023-09-03 12:45:00,0.0,No Delay,On Time,306,7899,296,235,554.0,130190,79.3918918918919,Autumn
FL03818,2025-10-16,AL004,AC026,AP024,AP019,2025-10-16 16:00:00,2025-10-16 17:18:00,78.0,Late Aircraft,Delayed,381,6140,189,129,323.0,41667,68.25396825396825,Autumn
FL03819,2023-08-15,AL007,AC029,AP030,AP016,2023-08-15 20:00:00,2023-08-15 20:00:00,0.0,No Delay,On Time,671,7480,220,150,253.0,37950,68.18181818181817,Summer
FL03820,2024-01-08,AL007,AC025,AP007,AP005,2024-01-08 12:45:00,2024-01-08 13:00:00,15.0,Technical,Delayed,399,8187,296,246,291.0,71586,83.1081081081081,Winter
FL03821,2024-09-10,AL003,AC017,AP018,AP021,2024-09-10 17:45:00,2024-09-10 17:47:00,2.0,Security,Delayed,491,2906,296,246,463.0,113898,83.1081081081081,Autumn
FL03822,2024-12-10,AL005,AC040,AP030,AP029,2024-12-10 16:30:00,2024-12-10 16:32:00,2.0,Crew,Delayed,167,6030,220,191,194.0,37054,86.81818181818181,Winter
FL03823,2025-09-06,AL003,AC020,AP009,AP012,2025-09-06 17:15:00,2025-09-06 17:30:00,15.0,Weather,Delayed,247,1296,396,231,586.0,135366,58.333333333333336,Autumn
FL03824,2023-08-27,AL004,AC028,AP012,AP020,2023-08-27 21:30:00,2023-08-27 22:26:00,56.0,Air Traffic,Delayed,494,6328,296,196,203.0,39788,66.21621621621621,Summer
FL03825,2023-06-16,AL002,AC009,AP010,AP008,2023-06-16 08:15:00,2023-06-16 08:16:00,1.0,Weather,Delayed,224,5174,296,219,204.0,44676,73.98648648648648,Summer
FL03826,2024-12-21,AL001,AC021,AP002,AP005,2024-12-21 17:15:00,2024-12-21 17:23:00,8.0,Security,Delayed,685,1557,325,321,207.0,66447,98.76923076923076,Winter
FL03827,2024-11-16,AL004,AC035,AP023,AP012,2024-11-16 12:30:00,2024-11-16 12:45:00,15.0,Technical,Delayed,591,3491,189,153,110.0,16830,80.95238095238095,Autumn
FL03828,2025-06-16,AL006,AC003,AP029,AP001,2025-06-16 12:00:00,2025-06-16 12:09:00,9.0,Air Traffic,Delayed,117,3965,396,325,279.0,90675,82.07070707070707,Summer
FL03829,2023-04-13,AL006,AC021,AP007,AP025,2023-04-13 21:30:00,2023-04-13 23:30:00,120.0,Crew,Delayed,578,8160,325,245,306.0,74970,75.38461538461539,Spring
FL03830,2024-12-04,AL005,AC016,AP015,AP029,2024-12-04 11:00:00,2024-12-04 13:14:00,134.0,Crew,Severely Delayed,84,7449,189,166,304.0,50464,87.83068783068782,Winter
FL03831,2024-08-05,AL009,AC019,AP003,AP016,2024-08-05 19:45:00,2024-08-05 21:35:00,110.0,Technical,Delayed,574,6037,296,197,478.0,94166,66.55405405405406,Summer
FL03832,2025-12-03,AL001,AC015,AP006,AP016,2025-12-03 20:15:00,2025-12-03 20:18:00,3.0,Air Traffic,Delayed,155,3192,396,344,352.0,121088,86.86868686868688,Winter
FL03833,2024-06-20,AL004,AC002,AP016,AP013,2024-06-20 06:45:00,2024-06-20 06:59:00,14.0,Weather,Delayed,64,7717,300,217,460.0,99820,72.33333333333334,Summer
FL03834,2024-06-14,AL003,AC024,AP019,AP020,2024-06-14 06:30:00,2024-06-14 06:34:00,4.0,Weather,Delayed,353,6099,296,229,391.0,89539,77.36486486486487,Summer
FL03835,2025-11-06,AL001,AC023,AP013,AP001,2025-11-06 17:15:00,2025-11-06 17:20:00,5.0,Late Aircraft,Cancelled,659,1565,180,0,233.0,0,0.0,Autumn
FL03836,2025-09-26,AL006,AC026,AP021,AP002,2025-09-26 09:30:00,2025-09-26 09:45:00,15.0,Security,Delayed,301,6804,189,103,547.0,56341,54.4973544973545,Autumn
FL03837,2025-06-28,AL009,AC035,AP027,AP021,2025-06-28 11:30:00,2025-06-28 11:41:00,11.0,Air Traffic,Delayed,438,3853,189,175,596.0,104300,92.5925925925926,Summer
FL03838,2024-03-30,AL002,AC007,AP026,AP021,2024-03-30 21:00:00,2024-03-30 21:07:00,7.0,Security,Delayed,136,4067,300,255,323.0,82365,85.0,Spring
FL03839,2025-11-09,AL008,AC007,AP012,AP025,2025-11-09 08:15:00,2025-11-09 08:21:00,6.0,Weather,Delayed,154,1184,300,278,469.0,130382,92.66666666666666,Autumn
FL03840,2023-11-27,AL006,AC015,AP021,AP024,2023-11-27 19:00:00,2023-11-27 19:04:00,4.0,Security,Delayed,252,6506,396,266,204.0,54264,67.17171717171718,Autumn
FL03841,2024-12-12,AL004,AC004,AP014,AP015,2024-12-12 11:15:00,2024-12-12 11:24:00,9.0,Weather,Delayed,534,542,180,118,313.0,36934,65.55555555555556,Winter
FL03842,2025-01-30,AL010,AC023,AP006,AP015,2025-01-30 19:15:00,2025-01-30 19:28:00,13.0,Late Aircraft,Delayed,216,5939,180,152,369.0,56088,84.44444444444444,Winter
FL03843,2024-02-23,AL004,AC023,AP025,AP016,2024-02-23 05:45:00,2024-02-23 05:57:00,12.0,Crew,Delayed,564,689,180,170,495.0,84150,94.44444444444444,Winter
FL03844,2023-06-11,AL008,AC031,AP027,AP016,2023-06-11 20:30:00,2023-06-11 20:40:00,10.0,Crew,Delayed,327,6662,300,255,286.0,72930,85.0,Summer
FL03845,2024-10-18,AL002,AC010,AP019,AP005,2024-10-18 18:00:00,2024-10-18 18:07:00,7.0,Technical,Delayed,130,6499,396,260,532.0,138320,65.65656565656566,Autumn
FL03846,2025-09-04,AL004,AC013,AP018,AP017,2025-09-04 19:00:00,2025-09-04 19:15:00,15.0,Technical,Delayed,149,5849,325,230,225.0,51750,70.76923076923077,Autumn
FL03847,2023-12-20,AL007,AC037,AP020,AP024,2023-12-20 13:30:00,2023-12-20 13:36:00,6.0,Air Traffic,Delayed,242,8223,220,138,77.0,10626,62.727272727272734,Winter
FL03848,2024-09-28,AL008,AC002,AP025,AP023,2024-09-28 11:30:00,2024-09-28 11:45:00,15.0,Technical,Delayed,289,1053,300,215,557.0,119755,71.66666666666667,Autumn
FL03849,2024-08-04,AL007,AC023,AP006,AP015,2024-08-04 06:45:00,2024-08-04 06:58:00,13.0,Air Traffic,Delayed,236,6411,180,125,470.0,58750,69.44444444444444,Summer
FL03850,2025-02-11,AL005,AC028,AP023,AP007,2025-02-11 05:00:00,2025-02-11 05:09:00,9.0,Technical,Delayed,619,3929,296,169,485.0,81965,57.0945945945946,Winter
FL03851,2025-04-18,AL009,AC020,AP002,AP028,2025-04-18 11:30:00,2025-04-18 11:32:00,2.0,Late Aircraft,Delayed,646,2190,396,292,568.0,165856,73.73737373737373,Spring
FL03852,2023-05-16,AL003,AC037,AP019,AP012,2023-05-16 13:30:00,2023-05-16 13:42:00,12.0,Technical,Delayed,141,983,220,127,168.0,21336,57.72727272727273,Spring
FL03853,2025-04-09,AL001,AC025,AP019,AP007,2025-04-09 08:15:00,2025-04-09 08:27:00,12.0,Crew,Delayed,646,7189,296,221,600.0,132600,74.66216216216216,Spring
FL03854,2024-12-03,AL010,AC020,AP026,AP005,2024-12-03 16:15:00,2024-12-03 16:29:00,14.0,Late Aircraft,Delayed,154,4608,396,343,573.0,196539,86.61616161616162,Winter
